Time,Weather
10:37.1,Snow
10:48.0,Rain
10:48.1,Wind
10:48.1,Normal
10:49.0,Snow
10:54.1,Rain
11:11.0,Wind
11:11.1,Normal
11:13.0,Snow
11:18.1,Rain
11:18.1,Wind
11:20.0,Normal
11:23.1,Snow
11:24.0,Rain
11:24.0,Wind
11:25.0,Normal
11:27.0,Snow
11:28.0,Rain
11:28.0,Wind
11:30.0,Normal
11:30.1,Snow
11:31.0,Rain
11:31.1,Wind
11:32.0,Normal
11:34.0,Snow
11:35.0,Rain
11:35.1,Snow
11:37.1,Rain
11:39.0,Wind
11:39.1,Normal
11:41.0,Snow
11:41.0,Rain
11:41.0,Wind
11:42.1,Normal
11:43.0,Snow
11:43.0,Rain
11:43.0,Wind
11:45.0,Normal
11:48.1,Snow
11:49.1,Rain
11:50.1,Wind
11:51.0,Normal
11:51.1,Snow
11:52.0,Rain
11:52.1,Wind
11:53.0,Normal
11:53.1,Snow
11:55.0,Rain
11:56.0,Wind
11:57.0,Normal
11:58.0,Snow
12:00.0,Rain
12:03.1,Wind
12:05.0,Normal
12:06.1,Snow
12:09.0,Rain
12:11.1,Wind
12:14.1,Normal
12:25.1,Snow
12:36.0,Rain
12:40.1,Wind
12:42.1,Normal
12:45.1,Snow
12:47.0,Rain
12:48.1,Wind
12:52.0,Normal
12:52.0,Snow
12:54.0,Rain
12:56.0,Snow
12:56.1,Rain
12:59.0,Wind
12:59.1,Normal
13:00.0,Snow
13:03.1,Rain
13:04.0,Wind
13:04.0,Normal
13:04.0,Snow
13:07.0,Rain
13:09.1,Wind
13:09.1,Normal
13:10.0,Snow
13:10.1,Rain
13:11.0,Wind
13:13.0,Normal
13:13.1,Snow
13:13.1,Rain
13:14.0,Wind
13:14.0,Normal
13:16.0,Snow
13:17.1,Rain
13:18.0,Wind
13:18.0,Normal
13:20.0,Snow
13:21.0,Rain
13:24.0,Wind
13:24.1,Normal
13:24.1,Snow
13:25.0,Rain
13:26.1,Wind
13:27.0,Normal
13:28.0,Snow
13:28.0,Rain
13:30.1,Wind
13:31.0,Normal
13:34.1,Snow
13:35.0,Rain
13:37.1,Wind
13:38.0,Normal
13:39.1,Snow
13:41.0,Rain
13:42.0,Snow
13:42.0,Rain
13:43.0,Wind
13:44.0,Normal
13:46.0,Snow
13:47.0,Rain
13:50.0,Wind
13:52.0,Normal
13:56.1,Snow
14:08.0,Rain
14:11.0,Wind
14:12.0,Normal
14:13.0,Snow
14:14.0,Rain
14:17.1,Wind
14:18.0,Normal
14:18.1,Snow
14:20.0,Rain
14:22.1,Wind
14:24.0,Normal
14:24.1,Snow
14:27.0,Rain
14:28.1,Wind
14:32.1,Normal
14:34.0,Snow
14:36.0,Rain
14:38.0,Wind
14:39.0,Normal
14:42.0,Snow
14:43.0,Rain
14:45.1,Wind
14:46.0,Normal
14:47.1,Snow
14:49.0,Rain
14:49.1,Wind
14:50.1,Normal
14:51.0,Snow
14:51.1,Rain
14:53.0,Wind
14:53.1,Normal
14:54.1,Snow
14:56.1,Rain
14:56.1,Snow
14:58.0,Rain
15:01.0,Wind
15:01.1,Normal
15:02.1,Snow
15:04.0,Rain
15:04.0,Wind
15:05.1,Normal
15:05.1,Snow
15:07.1,Rain
15:08.1,Wind
15:08.1,Normal
15:08.1,Snow
15:10.0,Rain
15:10.0,Wind
15:11.1,Normal
15:12.0,Snow
15:13.0,Rain
15:14.0,Wind
15:15.0,Normal
15:15.0,Snow
15:18.0,Rain
15:18.1,Wind
15:19.0,Normal
15:21.1,Snow
15:23.0,Rain
15:25.0,Wind
15:27.1,Normal
15:27.1,Snow
15:29.0,Rain
15:29.1,Wind
15:33.0,Normal
15:34.0,Snow
15:38.1,Rain
15:40.0,Wind
15:40.0,Normal
15:44.1,Snow
15:49.1,Rain
15:50.0,Wind
15:52.1,Normal
15:54.0,Snow
15:57.0,Rain
15:58.1,Snow
16:07.0,Rain
16:11.0,Wind
16:12.0,Normal
16:14.0,Snow
16:14.1,Rain
16:15.0,Wind
16:27.0,Normal
16:29.0,Snow
16:29.1,Rain
16:30.0,Wind
16:31.0,Normal
16:31.1,Snow
16:32.1,Rain
16:33.1,Wind
16:34.0,Normal
16:35.0,Snow
16:35.0,Rain
16:36.1,Wind
16:37.1,Normal
16:38.0,Snow
16:39.0,Rain
16:39.1,Wind
16:41.0,Normal
16:41.0,Snow
16:41.1,Rain
16:42.0,Wind
16:44.0,Normal
16:45.0,Snow
16:48.0,Rain
16:49.1,Wind
16:50.0,Normal
16:51.0,Snow
16:53.0,Rain
16:53.0,Wind
16:55.2,Normal
16:56.2,Snow
16:57.0,Rain
17:00.0,Wind
17:03.0,Normal
17:03.0,Snow
17:05.0,Rain
17:07.0,Snow
17:08.0,Rain
17:09.0,Wind
17:11.0,Normal
17:16.0,Snow
17:16.1,Rain
17:23.0,Wind
17:24.0,Normal
17:24.0,Snow
17:30.0,Rain
17:33.0,Wind
17:33.1,Normal
17:53.0,Snow
17:54.0,Rain
17:55.1,Wind
17:57.0,Normal
18:03.0,Snow
18:07.0,Rain
18:08.0,Wind
18:10.0,Normal
18:11.0,Snow
18:12.0,Rain
18:12.0,Wind
18:14.1,Normal
18:14.1,Snow
18:16.0,Rain
18:16.1,Wind
18:17.1,Normal
18:18.0,Snow
18:18.1,Rain
18:18.1,Wind
18:18.1,Normal
18:19.1,Snow
18:21.0,Rain
18:22.0,Wind
18:22.0,Normal
18:23.1,Snow
18:24.0,Rain
18:24.0,Wind
18:25.0,Normal
18:25.1,Snow
18:26.0,Rain
18:27.0,Snow
18:28.0,Rain
18:30.0,Wind
18:31.0,Normal
18:31.1,Snow
18:32.0,Rain
18:32.1,Wind
18:33.0,Normal
18:34.1,Snow
18:35.0,Rain
18:36.0,Wind
18:36.0,Normal
18:36.0,Snow
18:38.0,Rain
18:39.0,Wind
18:39.1,Normal
18:39.1,Snow
18:42.1,Rain
18:42.1,Wind
18:44.0,Normal
18:44.0,Snow
18:45.0,Rain
18:45.1,Wind
18:47.1,Normal
18:48.0,Snow
18:52.1,Rain
18:52.1,Wind
18:57.0,Normal
18:59.1,Snow
19:12.0,Rain
19:24.0,Wind
19:25.0,Normal
19:27.1,Snow
19:34.0,Rain
19:35.1,Wind
19:36.1,Normal
19:38.0,Snow
19:41.0,Rain
19:43.1,Wind
19:44.0,Normal
19:46.0,Snow
19:47.0,Rain
19:49.0,Snow
19:49.0,Rain
19:51.1,Wind
19:53.1,Normal
19:54.0,Snow
19:54.0,Rain
19:54.0,Wind
19:55.0,Normal
19:56.0,Snow
19:56.1,Rain
19:57.0,Wind
19:58.0,Normal
20:01.1,Snow
20:01.1,Rain
20:03.0,Wind
20:03.0,Normal
20:03.0,Snow
20:03.1,Rain
20:05.0,Wind
20:05.1,Normal
20:07.0,Snow
20:07.0,Rain
20:09.1,Wind
20:12.0,Normal
20:14.0,Snow
20:14.0,Rain
20:16.0,Wind
20:19.0,Normal
20:21.1,Snow
20:23.1,Rain
20:25.2,Wind
20:27.1,Normal
20:28.0,Snow
20:31.1,Rain
20:36.1,Wind
20:37.1,Normal
20:38.1,Snow
20:40.0,Rain
20:46.0,Wind
20:46.1,Normal
20:58.0,Snow
20:59.0,Rain
21:00.0,Snow
21:00.1,Rain
21:03.1,Wind
21:06.0,Normal
21:08.0,Snow
21:08.1,Rain
21:14.1,Wind
21:15.0,Normal
21:19.0,Snow
21:25.0,Rain
21:28.0,Wind
21:31.0,Normal
21:33.1,Snow
21:34.0,Rain
21:34.1,Wind
21:36.1,Normal
21:36.1,Snow
21:37.0,Rain
21:37.0,Wind
21:39.0,Normal
21:39.0,Snow
21:39.1,Rain
21:40.0,Wind
21:42.0,Normal
21:42.1,Snow
21:42.1,Rain
21:43.0,Wind
21:43.1,Normal
21:44.0,Snow
21:47.0,Rain
21:47.1,Wind
21:48.0,Normal
21:48.0,Snow
21:49.0,Rain
21:52.0,Wind
21:52.0,Normal
21:53.0,Snow
21:54.0,Rain
21:54.1,Wind
21:56.1,Normal
21:57.0,Snow
22:01.1,Rain
22:03.0,Snow
22:06.0,Rain
22:14.0,Wind
22:14.1,Normal
22:18.1,Snow
22:20.0,Rain
22:26.0,Wind
22:28.0,Normal
22:33.0,Snow
22:47.1,Rain
22:48.0,Wind
22:50.0,Normal
22:52.0,Snow
22:55.0,Rain
23:00.0,Wind
23:05.0,Normal
23:10.1,Snow
23:11.1,Rain
23:13.1,Wind
23:14.0,Normal
23:14.1,Snow
23:16.0,Rain
23:17.0,Wind
23:20.0,Normal
23:21.0,Snow
23:22.0,Rain
23:23.0,Wind
23:23.0,Normal
23:23.1,Snow
23:25.0,Rain
23:26.0,Wind
23:26.1,Normal
23:28.0,Snow
23:28.1,Rain
23:29.0,Wind
23:29.0,Normal
23:30.1,Snow
23:32.0,Rain
23:32.0,Wind
23:32.0,Normal
23:32.1,Snow
23:34.0,Rain
23:34.1,Snow
23:36.0,Rain
23:36.0,Wind
23:37.0,Normal
23:38.0,Snow
23:39.0,Rain
23:39.1,Wind
23:40.0,Normal
23:41.0,Snow
23:41.1,Rain
23:42.0,Wind
23:43.0,Normal
23:43.1,Snow
23:44.0,Rain
23:46.0,Wind
23:46.0,Normal
23:48.1,Snow
23:49.0,Rain
23:52.1,Wind
23:53.0,Normal
23:54.1,Snow
23:54.1,Rain
24:01.0,Wind
24:05.0,Normal
24:08.0,Snow
24:14.1,Rain
24:15.0,Wind
24:16.0,Normal
24:17.1,Snow
24:19.0,Rain
24:20.0,Wind
24:22.0,Normal
24:23.0,Snow
24:27.1,Rain
24:28.1,Wind
24:31.1,Normal
24:37.1,Snow
24:43.0,Rain
24:47.0,Wind
24:49.1,Normal
24:50.1,Snow
24:51.0,Rain
24:53.1,Snow
24:54.0,Rain
24:54.1,Wind
24:56.0,Normal
24:59.0,Snow
25:00.1,Rain
25:01.1,Wind
25:03.1,Normal
25:06.0,Snow
25:07.0,Rain
25:09.1,Wind
25:10.0,Normal
25:11.1,Snow
25:11.1,Rain
25:12.0,Wind
25:13.0,Normal
25:14.0,Snow
25:14.1,Rain
25:14.1,Wind
25:16.0,Normal
25:17.0,Snow
25:18.0,Rain
25:18.1,Wind
25:19.0,Normal
25:19.0,Snow
25:21.0,Rain
25:21.1,Wind
25:21.1,Normal
25:23.0,Snow
25:25.2,Rain
25:26.0,Wind
25:26.0,Normal
25:26.2,Snow
25:29.0,Rain
25:29.0,Wind
25:29.1,Normal
25:30.0,Snow
25:31.0,Rain
25:32.0,Wind
25:34.0,Normal
25:37.1,Snow
25:39.0,Rain
25:39.1,Snow
25:40.0,Rain
25:44.0,Wind
25:45.1,Normal
25:47.1,Snow
25:51.0,Rain
25:52.1,Wind
25:53.0,Normal
25:54.1,Snow
25:59.0,Rain
26:01.0,Wind
26:04.0,Normal
26:11.0,Snow
26:12.0,Rain
26:16.0,Wind
26:26.1,Normal
26:27.0,Snow
26:27.0,Rain
26:28.0,Wind
26:30.1,Normal
26:32.0,Snow
26:36.0,Rain
26:37.0,Wind
26:39.1,Normal
26:40.0,Snow
26:40.1,Rain
26:41.0,Wind
26:43.1,Normal
26:43.1,Snow
26:43.1,Rain
26:44.0,Wind
26:44.0,Normal
26:46.0,Snow
26:48.0,Rain
26:49.0,Wind
26:51.0,Normal
26:51.1,Snow
26:52.0,Rain
26:53.1,Wind
26:54.0,Normal
26:55.0,Snow
26:57.1,Rain
26:59.1,Snow
27:00.0,Rain
27:00.0,Wind
27:01.0,Normal
27:02.0,Snow
27:02.0,Rain
27:04.1,Wind
27:06.1,Normal
27:07.1,Snow
27:08.0,Rain
27:09.0,Wind
27:11.0,Normal
27:14.1,Snow
27:15.0,Rain
27:18.1,Wind
27:18.1,Normal
27:21.0,Snow
27:22.1,Rain
27:26.0,Wind
27:27.0,Normal
27:31.0,Snow
27:37.1,Rain
27:40.0,Wind
27:43.0,Normal
27:44.0,Snow
27:45.1,Rain
27:47.0,Wind
27:48.0,Normal
27:48.0,Snow
27:50.1,Rain
27:51.1,Wind
28:01.0,Normal
28:02.0,Snow
28:04.1,Rain
28:07.0,Wind
28:09.1,Normal
28:10.0,Snow
28:14.0,Rain
28:17.0,Wind
28:19.0,Normal
28:20.1,Snow
28:21.1,Rain
28:23.1,Snow
28:25.0,Rain
28:29.1,Wind
28:30.0,Normal
28:32.0,Snow
28:35.1,Rain
28:36.0,Wind
28:36.0,Normal
28:40.0,Snow
28:40.0,Rain
28:45.1,Wind
28:46.0,Normal
28:47.1,Snow
28:48.1,Rain
28:49.0,Wind
28:51.1,Normal
28:51.1,Snow
28:54.0,Rain
28:57.0,Wind
28:58.0,Normal
29:00.1,Snow
29:01.0,Rain
29:04.0,Wind
29:12.1,Normal
29:13.1,Snow
29:15.0,Rain
29:17.0,Wind
29:18.1,Normal
29:19.0,Snow
29:20.1,Rain
29:22.0,Wind
29:23.1,Normal
29:26.0,Snow
29:28.0,Rain
29:30.0,Wind
29:32.0,Normal
29:34.0,Snow
29:40.1,Rain
29:45.0,Wind
29:47.0,Normal
29:48.1,Snow
29:49.1,Rain
29:50.0,Snow
29:50.1,Rain
29:51.0,Wind
29:52.1,Normal
29:53.1,Snow
29:55.1,Rain
29:57.0,Wind
29:59.0,Normal
30:01.0,Snow
30:01.0,Rain
30:03.1,Wind
30:06.0,Normal
30:08.0,Snow
30:10.0,Rain
30:11.0,Wind
30:14.0,Normal
30:15.1,Snow
30:15.1,Rain
30:15.1,Wind
30:20.1,Normal
30:23.0,Snow
30:26.1,Rain
30:27.0,Wind
30:31.0,Normal
30:31.1,Snow
30:39.1,Rain
30:41.0,Wind
30:42.0,Normal
30:46.0,Snow
30:46.0,Rain
30:48.0,Wind
30:48.1,Normal
30:51.0,Snow
30:55.1,Rain
30:58.0,Wind
30:58.1,Normal
31:00.0,Snow
31:04.0,Rain
31:06.0,Wind
31:08.0,Normal
31:10.1,Snow
31:12.0,Rain
31:12.0,Snow
31:13.0,Rain
31:16.0,Wind
31:27.0,Normal
31:30.1,Snow
31:31.0,Rain
31:40.1,Wind
31:42.1,Normal
31:44.0,Snow
31:44.0,Rain
31:45.0,Wind
31:46.0,Normal
31:48.1,Snow
31:50.0,Rain
31:52.1,Wind
31:54.0,Normal
31:55.0,Snow
31:55.0,Rain
31:56.0,Wind
31:58.1,Normal
32:00.0,Snow
32:03.0,Rain
32:03.0,Wind
32:05.0,Normal
32:06.0,Snow
32:06.1,Rain
32:09.0,Wind
32:10.0,Normal
32:10.0,Snow
32:10.1,Rain
32:12.1,Wind
32:13.0,Normal
32:14.0,Snow
32:14.1,Rain
32:14.1,Wind
32:16.0,Normal
32:16.1,Snow
32:18.0,Rain
32:18.0,Wind
32:20.0,Normal
32:21.1,Snow
32:22.0,Rain
32:24.0,Snow
32:26.0,Rain
32:26.0,Wind
32:27.1,Normal
32:28.1,Snow
32:30.0,Rain
32:31.1,Wind
32:35.0,Normal
32:47.0,Snow
32:51.1,Rain
32:52.0,Wind
32:53.0,Normal
32:54.0,Snow
32:56.1,Rain
32:56.1,Wind
32:58.0,Normal
32:58.1,Snow
33:00.1,Rain
33:05.1,Wind
33:07.0,Normal
33:07.1,Snow
33:11.1,Rain
33:12.0,Wind
33:15.0,Normal
33:17.0,Snow
33:27.0,Rain
33:29.1,Wind
33:31.0,Normal
33:32.0,Snow
33:34.0,Rain
33:36.1,Wind
33:38.0,Normal
33:38.1,Snow
33:40.1,Rain
33:41.1,Wind
33:42.0,Normal
33:43.0,Snow
33:46.1,Rain
33:50.1,Wind
33:51.0,Normal
33:53.0,Snow
33:53.0,Rain
33:54.0,Snow
33:54.1,Rain
33:56.0,Wind
33:56.1,Normal
33:57.0,Snow
33:58.0,Rain
33:58.1,Wind
33:59.0,Normal
34:00.0,Snow
34:00.0,Rain
34:00.0,Wind
34:01.1,Normal
34:02.0,Snow
34:02.0,Rain
34:02.1,Wind
34:04.0,Normal
34:04.1,Snow
34:04.1,Rain
34:05.0,Wind
34:07.0,Normal
34:07.1,Snow
34:08.0,Rain
34:08.1,Wind
34:10.1,Normal
34:10.1,Snow
34:11.1,Rain
34:12.1,Wind
34:12.1,Normal
34:17.0,Snow
34:19.0,Rain
34:21.0,Wind
34:22.0,Normal
34:25.0,Snow
34:26.1,Rain
34:26.1,Wind
34:36.1,Normal
34:41.0,Snow
34:43.0,Rain
34:51.0,Wind
34:52.0,Normal
34:53.0,Snow
34:59.0,Rain
34:59.0,Snow
35:00.1,Rain
35:02.1,Wind
35:09.0,Normal
35:09.1,Snow
35:11.0,Rain
35:14.1,Wind
35:17.0,Normal
35:18.1,Snow
35:26.0,Rain
35:28.1,Wind
35:29.0,Normal
35:32.0,Snow
35:35.1,Rain
35:38.1,Wind
35:39.0,Normal
35:39.0,Snow
35:42.0,Rain
35:42.1,Wind
35:43.0,Normal
35:43.0,Snow
35:44.1,Rain
35:46.0,Wind
35:48.0,Normal
35:49.1,Snow
35:51.0,Rain
35:52.0,Wind
35:53.0,Normal
35:53.0,Snow
35:55.0,Rain
35:56.0,Wind
35:56.1,Normal
35:57.1,Snow
35:58.0,Rain
35:59.1,Wind
36:02.1,Normal
36:03.0,Snow
36:03.0,Rain
36:03.1,Wind
36:05.0,Normal
36:05.0,Snow
36:05.1,Rain
36:06.0,Snow
36:07.1,Rain
36:08.0,Wind
36:09.0,Normal
36:10.0,Snow
36:10.0,Rain
36:12.0,Wind
36:13.1,Normal
36:14.0,Snow
36:16.0,Rain
36:16.0,Wind
36:18.0,Normal
36:20.1,Snow
36:23.1,Rain
36:24.0,Wind
36:26.1,Normal
36:33.0,Snow
36:37.1,Rain
36:39.0,Wind
36:47.0,Normal
36:52.1,Snow
36:54.0,Rain
36:56.0,Wind
37:12.1,Normal
37:14.1,Snow
37:16.0,Rain
37:17.0,Wind
37:22.1,Normal
37:23.1,Snow
37:24.0,Rain
37:25.0,Wind
37:27.0,Normal
37:29.1,Snow
37:30.1,Rain
37:31.0,Wind
37:31.0,Normal
37:32.0,Snow
37:35.0,Rain
37:36.0,Wind
37:36.1,Normal
37:37.0,Snow
37:38.0,Rain
37:39.0,Snow
37:39.0,Rain
37:40.0,Wind
37:40.1,Normal
37:41.1,Snow
37:43.0,Rain
37:46.0,Wind
37:48.0,Normal
37:50.0,Snow
37:50.1,Rain
37:51.0,Wind
37:51.0,Normal
37:54.1,Snow
37:55.0,Rain
37:56.0,Wind
37:57.0,Normal
37:59.0,Snow
38:02.0,Rain
38:05.1,Wind
38:07.1,Normal
38:10.1,Snow
38:11.1,Rain
38:12.0,Wind
38:14.0,Normal
38:16.0,Snow
38:17.0,Rain
38:19.1,Wind
38:21.0,Normal
38:26.0,Snow
38:30.0,Rain
38:42.0,Wind
38:45.0,Normal
38:48.0,Snow
38:53.0,Rain
38:56.0,Wind
38:58.1,Normal
39:05.1,Snow
39:06.0,Rain
39:07.0,Wind
39:08.0,Normal
39:09.0,Snow
39:10.1,Rain
39:11.0,Snow
39:12.1,Rain
39:13.0,Wind
39:14.1,Normal
39:17.0,Snow
39:22.0,Rain
39:23.0,Wind
39:24.0,Normal
39:25.0,Snow
39:26.0,Rain
39:28.1,Wind
39:30.1,Normal
39:31.0,Snow
39:33.1,Rain
39:33.1,Wind
39:35.0,Normal
39:35.0,Snow
39:37.1,Rain
39:40.0,Wind
39:42.0,Normal
39:44.1,Snow
39:45.1,Rain
39:46.0,Wind
39:46.0,Normal
39:47.1,Snow
39:48.0,Rain
39:48.0,Wind
39:48.0,Normal
39:50.0,Snow
39:50.1,Rain
39:51.0,Wind
39:52.0,Normal
39:52.1,Snow
39:53.0,Rain
39:54.0,Wind
39:54.0,Normal
39:55.0,Snow
39:56.0,Rain
39:57.0,Wind
39:57.0,Normal
39:59.1,Snow
40:00.1,Rain
40:00.1,Snow
40:01.0,Rain
40:01.0,Wind
40:01.1,Normal
40:03.0,Snow
40:03.1,Rain
40:04.0,Wind
40:06.0,Normal
40:08.1,Snow
40:09.1,Rain
40:10.0,Wind
40:12.1,Normal
40:17.0,Snow
40:18.0,Rain
40:19.1,Wind
40:20.0,Normal
40:20.1,Snow
40:22.0,Rain
40:24.0,Wind
40:27.0,Normal
40:30.0,Snow
40:31.0,Rain
40:39.1,Wind
40:45.0,Normal
40:46.1,Snow
40:47.0,Rain
40:48.0,Wind
40:48.1,Normal
40:49.0,Snow
40:51.0,Rain
40:52.0,Wind
40:54.0,Normal
40:56.0,Snow
40:56.0,Rain
40:58.0,Wind
40:59.1,Normal
41:01.1,Snow
41:03.0,Rain
41:05.1,Wind
41:06.0,Normal
41:08.0,Snow
41:13.0,Rain
41:13.1,Snow
41:15.0,Rain
41:15.1,Wind
41:17.1,Normal
41:18.1,Snow
41:21.0,Rain
41:21.0,Wind
41:21.0,Normal
41:32.1,Snow
41:35.1,Rain
41:36.1,Wind
41:37.0,Normal
41:38.0,Snow
41:40.1,Rain
41:41.0,Wind
41:43.0,Normal
41:43.1,Snow
41:46.0,Rain
41:47.0,Wind
41:49.1,Normal
41:50.0,Snow
41:50.1,Rain
41:50.1,Wind
41:52.1,Normal
41:52.1,Snow
41:53.0,Rain
41:55.1,Wind
41:56.0,Normal
41:58.1,Snow
42:00.1,Rain
42:01.0,Wind
42:03.0,Normal
42:03.0,Snow
42:05.1,Rain
42:05.1,Wind
42:07.0,Normal
42:08.1,Snow
42:09.0,Rain
42:09.1,Wind
42:12.1,Normal
42:13.1,Snow
42:15.0,Rain
42:15.1,Snow
42:20.0,Rain
42:22.1,Wind
42:33.0,Normal
42:36.0,Snow
42:37.1,Rain
42:39.1,Wind
42:41.0,Normal
42:43.0,Snow
42:44.0,Rain
42:46.0,Wind
42:49.1,Normal
42:49.1,Snow
42:50.0,Rain
42:51.1,Wind
42:51.1,Normal
42:53.1,Snow
42:54.0,Rain
42:56.0,Wind
42:56.0,Normal
42:57.1,Snow
42:59.1,Rain
43:00.0,Wind
43:01.0,Normal
43:01.0,Snow
43:02.0,Rain
43:03.0,Wind
43:04.0,Normal
43:06.0,Snow
43:06.1,Rain
43:08.1,Wind
43:11.1,Normal
43:12.1,Snow
43:12.1,Rain
43:13.0,Wind
43:13.1,Normal
43:14.1,Snow
43:15.0,Rain
43:17.0,Wind
43:23.1,Normal
43:25.0,Snow
43:29.1,Rain
43:32.1,Snow
43:33.0,Rain
43:34.1,Wind
43:39.1,Normal
43:40.0,Snow
43:41.0,Rain
43:41.0,Wind
43:42.0,Normal
43:44.0,Snow
43:46.1,Rain
43:47.1,Wind
43:47.1,Normal
43:48.1,Snow
43:50.0,Rain
43:50.1,Wind
43:52.0,Normal
43:54.1,Snow
43:55.0,Rain
43:57.0,Wind
43:58.1,Normal
43:59.0,Snow
44:01.0,Rain
44:02.1,Wind
44:03.0,Normal
44:05.0,Snow
44:07.0,Rain
44:09.0,Wind
44:11.0,Normal
44:12.0,Snow
44:13.0,Rain
44:14.1,Wind
44:15.0,Normal
44:17.1,Snow
44:18.0,Rain
44:20.0,Wind
44:21.0,Normal
44:23.0,Snow
44:23.1,Rain
44:26.1,Wind
44:26.1,Normal
44:28.1,Snow
44:29.0,Rain
44:29.0,Snow
44:30.0,Rain
44:33.0,Wind
44:33.1,Normal
44:34.0,Snow
44:35.1,Rain
44:36.1,Wind
44:37.0,Normal
44:38.0,Snow
44:38.1,Rain
44:39.0,Wind
44:40.0,Normal
44:41.1,Snow
44:42.0,Rain
44:42.0,Wind
44:44.0,Normal
44:45.0,Snow
44:47.1,Rain
44:52.1,Wind
44:56.0,Normal
44:57.0,Snow
44:59.1,Rain
45:02.0,Wind
45:05.1,Normal
45:06.0,Snow
45:07.0,Rain
45:10.0,Wind
45:10.0,Normal
45:18.0,Snow
45:18.1,Rain
45:19.0,Wind
45:20.1,Normal
45:22.0,Snow
45:27.1,Rain
45:31.0,Wind
45:33.0,Normal
45:36.0,Snow
45:37.0,Rain
45:38.0,Wind
45:40.1,Normal
45:42.0,Snow
45:44.0,Rain
45:47.0,Snow
45:48.0,Rain
45:49.0,Wind
45:52.1,Normal
45:53.1,Snow
45:54.1,Rain
45:58.1,Wind
45:59.0,Normal
45:59.0,Snow
46:01.0,Rain
46:01.1,Wind
46:04.1,Normal
46:06.1,Snow
46:07.1,Rain
46:07.1,Wind
46:10.0,Normal
46:10.1,Snow
46:13.0,Rain
46:13.1,Wind
46:14.0,Normal
46:16.1,Snow
46:18.0,Rain
46:19.0,Wind
46:19.1,Normal
46:21.1,Snow
46:21.1,Rain
46:22.0,Wind
46:22.1,Normal
46:23.0,Snow
46:25.0,Rain
46:25.1,Wind
46:26.0,Normal
46:27.0,Snow
46:27.1,Rain
46:31.0,Wind
46:33.1,Normal
46:35.0,Snow
46:36.1,Rain
46:50.0,Wind
46:51.0,Normal
46:55.1,Snow
46:59.0,Rain
47:01.1,Snow
47:03.0,Rain
47:03.1,Wind
47:05.0,Normal
47:05.0,Snow
47:07.0,Rain
47:07.1,Wind
47:09.0,Normal
47:12.1,Snow
47:13.0,Rain
47:14.1,Wind
47:14.1,Normal
47:15.0,Snow
47:20.1,Rain
47:21.1,Wind
47:21.1,Normal
47:23.0,Snow
47:30.0,Rain
47:32.0,Wind
47:33.0,Normal
47:33.1,Snow
47:37.1,Rain
47:38.0,Wind
47:40.0,Normal
47:41.0,Snow
47:42.0,Rain
47:43.1,Wind
47:44.0,Normal
47:46.0,Snow
47:48.0,Rain
47:50.0,Wind
47:52.1,Normal
47:53.1,Snow
47:54.0,Rain
47:54.0,Wind
47:56.0,Normal
47:57.0,Snow
47:59.0,Rain
48:00.1,Wind
48:01.0,Normal
48:01.1,Snow
48:03.1,Rain
48:04.1,Snow
48:05.1,Rain
48:05.1,Wind
48:06.0,Normal
48:07.0,Snow
48:07.1,Rain
48:07.1,Wind
48:08.0,Normal
48:09.1,Snow
48:10.0,Rain
48:11.0,Wind
48:11.1,Normal
48:12.0,Snow
48:14.0,Rain
48:14.0,Wind
48:16.1,Normal
48:17.1,Snow
48:17.1,Rain
48:19.0,Wind
48:20.0,Normal
48:22.0,Snow
48:23.0,Rain
48:25.1,Wind
48:28.1,Normal
48:32.1,Snow
48:34.1,Rain
48:36.0,Wind
48:37.0,Normal
48:38.0,Snow
48:38.1,Rain
48:41.1,Wind
48:43.0,Normal
48:44.0,Snow
48:45.0,Rain
48:48.0,Wind
48:48.1,Normal
48:49.0,Snow
48:51.1,Rain
48:53.0,Wind
48:53.0,Normal
48:54.0,Snow
48:56.0,Rain
48:56.0,Snow
48:59.1,Rain
49:10.0,Wind
49:13.0,Normal
49:19.0,Snow
49:24.1,Rain
49:37.0,Wind
49:44.0,Normal
49:45.0,Snow
49:46.1,Rain
49:48.0,Wind
49:48.1,Normal
49:49.0,Snow
49:49.1,Rain
49:50.0,Wind
49:51.0,Normal
49:51.0,Snow
49:52.0,Rain
49:52.1,Wind
49:53.0,Normal
49:53.0,Snow
49:54.0,Rain
49:55.0,Wind
49:57.0,Normal
49:57.0,Snow
49:57.1,Rain
49:58.0,Wind
49:59.0,Normal
49:59.1,Snow
50:00.0,Rain
50:01.0,Wind
50:01.0,Normal
50:01.1,Snow
50:02.0,Rain
50:03.1,Wind
50:05.0,Normal
50:05.0,Snow
50:05.1,Rain
50:07.0,Wind
50:07.0,Normal
50:09.1,Snow
50:10.0,Rain
50:11.0,Snow
50:12.1,Rain
50:14.0,Wind
50:14.1,Normal
50:16.0,Snow
50:17.1,Rain
50:19.1,Wind
50:20.0,Normal
50:23.0,Snow
50:24.1,Rain
50:25.1,Wind
50:31.0,Normal
50:32.0,Snow
50:34.0,Rain
50:38.0,Wind
50:40.1,Normal
50:41.1,Snow
50:43.0,Rain
50:45.0,Wind
50:48.0,Normal
50:56.1,Snow
51:06.1,Rain
51:07.0,Wind
51:22.0,Normal
51:23.1,Snow
51:26.1,Rain
51:28.1,Wind
51:37.0,Normal
51:37.0,Snow
